总理	0.6666666666666666
团体	0.7499999999999999
火样	0.2373668693725588
憔悴	0.4737672181921908
尘世	0.9704845065326927
立刻	0.5068493150684933
长城	0.7333333333333333
同住	0.39610256410256395
牧羊	0.5
星光	0.8571428571428571
妹寻兄	0.5245418198269521
策马	0.6666666666666666
华年	0.7499999999999999
把头	0.5999999999999999
流泪	0.8
愁云	0.5
永远	0.6870748299319726
洋布	0.5
人生	0.6080492809250925
乌梁海	0.8466483779354278
行路难	0.42516847906073363
酒	0.35616438356164404
陌上	0.8240506513651397
姐	0.5555555555555554
城外	0.6145638398399759
无牵无挂	0.14530935658414457
听见	0.4324324324324327
日落	0.5
忘记	0.6595744680851064
定	0.3950953678474117
波着	0.8709677419354839
念	0.9298245614035086
今天	0.5262327818078083
冷风	0.21739130434782616
梨花	0.5
一杯	0.4461538461538461
看见	0.5262327818078083
君不见	0.5
唉	0.5262327818078083
像	0.5262327818078083
游	0.586666666666667
归去	0.6666666666666666
生此	0.5
此恨	0.7159090909090907
)	0.5262327818078083
送	0.507878787878788
片片	0.5
眼中	0.5882352941176469
窝	0.8571428571428571
不知	0.33333333333333337
知不知道	0.4254006053361715
；	0.5262327818078083
莫散	0.32380692075592266
儿残霞	0.8069484248719837
明天	0.30645161290322587
游春	0.674955064043103
潮	0.609756097560976
家	0.5082095387021112
比不上	0.4285714285714288
没布	0.5
有夕	0.5
灰	0.13043478260869557
雪花	0.04999999999999993
到	0.5262327818078083
地之角	0.40441176470588236
那些	0.5262327818078083
泪花	0.5
腮	0.9166666666666667
便宜	0.6633663366336635
有饭	0.46399999999999997
九凝	0.823991954665664
走进	0.40205448085523876
荷花	0.5
推翻	0.5
踱	0.5
画	0.6165413533834587
那个	0.5262327818078083
蒙古	0.5
女儿	0.786618444846293
西北边	0.6428571428571428
烟	0.6206896551724139
衣裳	0.5
消	0.4473684210526315
巍巍	0.5
游游	0.6445979930710516
这般	0.8999999999999999
为何	0.5262327818078083
毛毛雨	0.4521372679839919
今日	0.8999999999999999
血如花	0.6839526130590935
啊	0.5262327818078083
反思	0.8333333333333335
刚出	0.5298111085399807
日	0.363517060367454
全是	0.5286738351254483
讲讲	0.9166666666666667
白菜	0.2500000000000001
建设	0.42105263157894746
照着	0.5262327818078083
尽	0.5262327818078083
雨打风吹	0.23082833962758653
圣贤	0.1428571428571429
西天	0.5
独立	0.707482993197279
家成	0.41157413312804736
少年	0.9729729729729728
得	0.5262327818078083
不错呀	0.8612132352941176
待	0.5262327818078083
了	0.5262327818078083
花香	0.8
休灰	0.026298690061176577
只	0.45000000000000007
兵	0.6153846153846156
溶化	0.5
我住	0.39610256410256395
躲	0.4347826086956521
存心	0.2500000000000001
银	0.8529411764705881
十年	0.5798012552420758
等	0.5262327818078083
纷飞	0.5
回来	0.46328671328671334
柳花委地	0.6774921075767265
革命	0.9166666666666667
飞	0.6129032258064517
钟意	0.313993838197136
在	0.5262327818078083
长江	0.9411764705882353
泪	0.9230769230769229
如蕊	0.5
来来往往	0.33333333333333337
选	0.6456953642384105
此去	0.5131611932815242
呵	0.5262327818078083
哟	0.5262327818078083
夏	0.8260869565217391
难耐	0.5295311810723662
长驱	0.5
可	0.5262327818078083
需	0.48076923076923084
花	0.4780000000000002
摇	0.09090909090909094
永垂不朽	0.5
没人要	0.3955160773446883
那	0.5262327818078083
所在	0.8823529411764705
自从	0.5262327818078083
银姐	0.5
外	0.49287749287749283
一班	0.5500000000000004
哥哥	0.9696969696969697
爱	0.7483050847457626
起	0.5262327818078083
说	0.39041446358519516
兄	0.19999999999999996
情怀	0.8571428571428571
尘埃	0.7499999999999999
真理	0.7199999999999998
和	0.5262327818078083
歌声	0.7499999999999999
不爱肥	0.34527875471283087
(	0.5262327818078083
不错	0.8612132352941176
观	0.7254901960784312
	0.5262327818078083
等等	0.5262327818078083
问君	0.7798135004655
共谢	0.5
。	0.5262327818078083
河套	0.5
瘦得	0.5
秋	0.9230769230769229
河干	0.7424659840865558
重新	0.5262327818078083
于纱春人妆束	0.5684310382269141
还	0.5746682977321914
战胜	0.8333333333333333
已经	0.5262327818078083
地	0.5262327818078083
我准	0.5
篁	0.5
小	0.5287621982537237
想想	0.46846846846846857
前	0.5934230194319879
互相	0.5262327818078083
计划	0.24242424242424243
冷	0.3235294117647055
丢	0.4636363636363635
鱼儿	0.5
瓣	0.8333333333333333
中	0.7150301700493692
儿	0.822784810126582
知交	0.42119239111135753
军伍	0.5
小弟弟	0.6523052277295065
玉藕塘	0.7908500564311417
同志	0.4716981132075476
志气	0.5
俊俏	0.5
为了	0.5262327818078083
妹名丽芳	0.7160445043740352
匀	0.85
民生凋敝	0.9498801913296672
如同	0.816326530612245
补裤	0.5
袅袅	0.5
垂	0.4285714285714284
凯旋	0.5
娇	0.8
面薄	0.40993700011936507
埋怨	0.5555555555555554
，	0.5262327818078083
牺牲	0.8
上	0.5099050763516304
天之涯	0.5
人	0.5702515177797052
灾	0.7499999999999999
推求	0.5
桃花	0.875
刚展	0.5
声声	0.16666666666666674
洒	0.2500000000000001
金	0.6790123456790123
西斜	0.5
到底	0.48051948051948046
双亲	0.5
	0.5262327818078083
前面	0.5262327818078083
为	0.5262327818078083
不来	0.3693910911319984
她	0.5262327818078083
心似	0.6344384568112559
有人	0.5543071161048689
俐	0.5
江山	0.8
每天	0.5262327818078083
桃花江	0.5
誓	0.5
晚风	0.25901809465985226
出嫁	0.6666666666666666
水底	0.33333333333333337
千里	0.7329984809686124
谈谈	0.352941176470588
好	0.6558628208940429
万	0.6813186813186815
春草	0.5
！	0.5262327818078083
再	0.41272051996285974
飘	0.4545454545454545
关	0.2871621621621623
呢	0.5262327818078083
苍天	0.2500000000000001
回	0.38398357289527707
打湿	0.4249999999999997
海枯石烂	0.956141734269844
山	0.5702479338842974
老年	0.875
国步艰难	0.7826653358894131
重	0.3403041825095059
头发	0.4042553191489364
如水	0.33777777777777795
灿烂	0.9166666666666667
美妙	0.9565217391304348
吹动	0.7499999999999999
不敢	0.2217291501820553
俏	0.8571428571428571
些	0.6081300813008129
左边	0.1216216216216216
来时	0.625
浊	0.6666666666666666
嫂嫂	0.7499999999999999
从	0.5262327818078083
归	0.5262327818078083
过	0.5262327818078083
风停	0.286982715106336
灵魂	0.8999999999999999
旁人	0.5262327818078083
泪涛	0.9152800586288998
有	0.5262327818078083
不是	0.3693910911319984
过去	0.5262327818078083
美丽	0.9029850746268658
民主	0.9444444444444444
波	0.8709677419354839
微风	0.5589996761568339
努力	0.6349206349206349
春人下	0.47795503931718886
堤上	0.48365530667329815
君住	0.8365426610747557
